STOFF_ID;Stoff_Typ;Name_Botanisch_INCI;Name_DE;Name_EN;Status;Herkunft_Region;Wissen_Tradition;Familie_Botanisch_Tags;Pflanzenteil_Tags;Gewinnung_Tags;Form_Beschaffenheit;Sensorik_Tags;Chemie_Leitsubstanzen;Harmoniert_Mit_Tags;Sicherheit_Kontraindikation;Labels_Qualitaet;Lagerung;Haltbarkeit_Monate;Lieferant_Haupt;Lieferant_ArtNr;Einkaufspreis_Netto;Waehrung;Gebinde_Groesse;Mengeneinheit;Mindestbestand;Zolltarifnummer;Bio_Kontrollstelle;Anwendung_Dosierung;Tipps_Substitution;Platzhalter_Illu;Illu_Prompt_Positiv;Illu_Prompt_Negativ;Illu_Style;Gemini_Comment;Gemini_Comment2;Old_ID_Ref
STOFF-SPC-000176;Gewürz;Petroselinum crispum;Petersilie, getrocknet;Dried Parsley;Active;Europa;Universell, mild-grün, als Trockenware v.a. optisch/grundwürzig.;Apiaceae;Blätter;Trocknung;Blätter (geschnitten);grün|mild|krautig;;Suppen|Saucen|Dips|Finish;;;Trocken/Dunkel;12;;;;;;;;;;Als Finish oder kurz mitziehen lassen;Frische Petersilie (besser) oder Kerbel (feiner);STOFF-SPC-000176;Ultrarealistisches Foto von getrockneter Petersilie, grüne Blattflocken, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Bund|kein Gericht|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000177;Gewürz;Curcuma longa;Kurkuma, geräuchert (Pulver);Smoked Turmeric Powder;Active;Indien (Spezial);Rauchig-erdige Kurkuma-Variante für BBQ/modernes Würzen.;Zingiberaceae;Rhizom;Trocknung|Räucherung|Mahlen;Pulver;erdig|warm|rauchig;Curcumin;BBQ|Gemüse|Reis;Färbt stark;;Trocken/Dunkel;18;;;;;;;;;;Sparsam, eher als Finish;Kurkuma + Prise Rauchchili (Annäherung);STOFF-SPC-000177;Ultrarealistisches Foto von geräucherter Kurkuma als gelb-braunes Pulver, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000178;Gewürz;Carum carvi;Kümmel, ganz;Caraway Seeds (Whole);Active;Europa;Klassisch für Brot, Sauerkraut und Käse, gut röstbar.;Apiaceae;Samen;Trocknung;Samen (Ganz);warm|erdig|anisartig;Carvon;Brot|Sauerkraut|Käse|Kartoffeln;;;Trocken/Dunkel;36;;;;;;;;;;Kurz rösten oder mitkochen;Kreuzkümmel (anders) oder Fenchel (süßer);STOFF-SPC-000178;Ultrarealistisches Foto von Kümmelsamen, länglich, dunkelbraun, gerippt, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Brot|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000179;Gewürz;Carum carvi;Kümmel, gemahlen;Ground Caraway;Active;Europa;Als Pulver sehr intensiv, typisch in Brotgewürz und Fleischgerichten.;Apiaceae;Samen;Trocknung|Mahlen;Pulver (Fein);warm|erdig|anisartig;Carvon;Brot|Wurst|Kraut;;;Trocken/Dunkel;18;;;;;;;;;;Sparsam dosieren, besser frisch mahlen;Kümmel ganz (besser) oder Fenchel (süßer);STOFF-SPC-000179;Ultrarealistisches Foto von gemahlenem Kümmel, mittelbraun, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Curry|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000180;Gewürz;Carum carvi;Kümmel, geröstet (ganz);Roasted Caraway (Whole);Active;Europa;Vorgeröstet für stärkere Nussigkeit, schnelle Anwendung in Brot/Topfgerichten.;Apiaceae;Samen;Röstung;Samen (Ganz);warm|nussig|anisartig;Carvon;Brot|Kraut|Kartoffeln;;;Trocken/Dunkel;24;;;;;;;;;;Direkt einstreuen oder kurz mitziehen lassen;Kümmel roh (rösten) oder Fenchel (anders);STOFF-SPC-000180;Ultrarealistisches Foto von gerösteten Kümmelsamen, dunkelbraun, leicht glänzend, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000181;Gewürz;Pimpinella anisum;Anis, ganz;Anise Seeds (Whole);Active;Türkei|Ägypten;Lakritzige Samen für Gebäck, Likör und Tee.;Apiaceae;Samen;Trocknung;Samen (Ganz);lakritz|süß|warm;Anethol;Gebäck|Likör|Tee;;;Trocken/Dunkel;36;;;;;;;;;;Kurz ziehen lassen oder mörsern;Sternanis (ähnlich) oder Fenchel (milder);STOFF-SPC-000181;Ultrarealistisches Foto von ganzen Anissamen, klein, länglich, grünlich-braun, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Getränk|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000182;Gewürz;Pimpinella anisum;Anis, geröstet (ganz);Roasted Anise (Whole);Active;Türkei|Ägypten;Geröstet für wärmere, nussigere Note, für Tee und Mischungen.;Apiaceae;Samen;Röstung;Samen (Ganz);lakritz|warm|nussig;Anethol;Tee|Gewürzmischungen|Gebäck;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, nicht verbrennen;Anis roh (selbst rösten) oder Fenchel;STOFF-SPC-000182;Ultrarealistisches Foto von gerösteten Anissamen, etwas dunkler braun als roh, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000183;Gewürz;Anethum graveolens;Dillsamen, geröstet;Roasted Dill Seed;Active;Europa;Geröstet für wärmere, nussigere Note, ideal für Pickles/Brot.;Apiaceae;Samen;Röstung;Samen (Ganz);warm|anisartig|nussig;;Pickles|Brot|Fisch;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, dann mörsern;Dillsamen roh oder Fenchelsamen (süßer);STOFF-SPC-000183;Ultrarealistisches Foto von gerösteten Dillsamen, mittelbraun, flach-oval, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Dillkraut|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000184;Gewürz;Piper cubeba;Kubebenpfeffer, ganz;Cubeb Pepper (Whole);Active;Indonesien;Kampferig-pfeffrig, erkennbar am „Schwänzchen“, für Wild/Gin-Profile.;Piperaceae;Frucht;Trocknung;Beeren (Ganz);pfeffrig|kampferig|harzig;;Wild|Gin-Profile|Saucen;Sehr aromatisch, sparsam;;Trocken/Dunkel;36;;;;;;;;;;Kurz anrösten, dann mörsern;Schwarzer Pfeffer (anders) oder Wacholder (anders);STOFF-SPC-000184;Ultrarealistisches Foto von ganzen Kubebenpfefferbeeren, dunkelbraun, mit kleinem Stielansatz („Schwänzchen“), Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;keine normalen Pfefferkörner|kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000185;Gewürz;Aframomum melegueta;Paradieskörner, ganz;Grains of Paradise (Whole);Active;Westafrika;Pfeffrig-zitrisch, gut röstbar und frisch zu mahlen.;Zingiberaceae;Samen;Trocknung;Samen (Ganz);pfeffrig|warm|zitrus;;Gin-Profile|Fisch|Geflügel;Sehr aromatisch, sparsam;;Trocken/Dunkel;36;;;;;;;;;;Kurz rösten, dann mahlen;Schwarzer Pfeffer + Ingwer (Annäherung);STOFF-SPC-000185;Ultrarealistisches Foto von Paradieskörnern, kleine rötlich-braune Samen, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000186;Gewürz;Cuminum cyminum;Kreuzkümmel, geröstet (ganz);Roasted Cumin Seeds;Active;Indien;Vorgeröstet für schnelleres Kochen und nussigere Note.;Apiaceae;Samen;Röstung;Samen (Ganz);warm|erdig|nussig;Cuminaldehyd;Curry|Dal|Tacos|Bohnen;;;Trocken/Dunkel;24;;;;;;;;;;Direkt verwenden oder kurz mitziehen lassen;Cumin roh (selbst rösten) oder gemahlen (anders);STOFF-SPC-000186;Ultrarealistisches Foto von gerösteten Kreuzkümmelsamen, dunkler braun, leicht glänzend, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000187;Gewürz;Coriandrum sativum;Koriandersamen, geröstet;Roasted Coriander Seeds;Active;Indien;Röstung bringt nussige Tiefe, ideal für Masalas und Pasten.;Apiaceae;Samen;Röstung;Samen (Ganz);nussig|zitrus|warm;Linalool;Masala|Curry|Chutney|Wurst;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, dann mörsern;Koriander roh (selbst rösten) oder gemahlen;STOFF-SPC-000187;Ultrarealistisches Foto von gerösteten Koriandersamen, etwas dunkler braun, rund, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000188;Gewürz;Foeniculum vulgare;Fenchelsamen, geröstet;Roasted Fennel Seeds;Active;Indien;Röstung verstärkt Süße/Nussigkeit, gut als Mukhwas oder in Currys.;Apiaceae;Samen;Röstung;Samen (Ganz);anisartig|süß|nussig;Anethol;Currys|Wurst|Mukhwas;Sehr aromatisch, sparsam;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, dann verwenden;Fenchel roh (selbst rösten) oder Anis (intensiver);STOFF-SPC-000188;Ultrarealistisches Foto von gerösteten Fenchelsamen, gold-braun, länglich, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000189;Gewürz;Pimpinella anisum;Anis, gemahlen (Premium);Ground Anise (Premium);Active;Türkei|Ägypten;Feines Pulver, besonders flüchtig, für feine Backwaren.;Apiaceae;Samen;Trocknung|Mahlen;Pulver (Fein);lakritz|süß|warm;Anethol;Gebäck|Likör|Tee;;;Trocken/Dunkel;18;;;;;;;;;;Sehr sparsam, luftdicht;Anis ganz (besser) oder Sternanis (ähnlich);STOFF-SPC-000189;Ultrarealistisches Foto von Premium-Anispulver, graubeige, sehr feines Pulver, kleiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Curry|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000190;Gewürz;Cuminum cyminum;Kreuzkümmel, gemahlen;Ground Cumin;Active;Indien|Iran;Erdig-warm, Pulver schnell dominant, Basis vieler Gewürzmischungen.;Apiaceae;Samen;Trocknung|Mahlen;Pulver (Fein);warm|erdig|nussig;Cuminaldehyd;Tacos|Curry|Hummus|Linsen;;;Trocken/Dunkel;18;;;;;;;;;;Kurz vor Verwendung mahlen oder luftdicht;Ganze Samen (besser) oder Kümmel (anders);STOFF-SPC-000190;Ultrarealistisches Foto von gemahlenem Kreuzkümmel, mittelbraun, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000191;Gewürz;Coriandrum sativum;Koriander, gemahlen;Ground Coriander;Active;Indien|Marokko;Zitrisch-warm, milder als Kreuzkümmel, gut für Currys und Wurst.;Apiaceae;Samen;Trocknung|Mahlen;Pulver (Fein);zitrus|warm|nussig;Linalool;Curry|Tagine|Wurst|Gemüse;;;Trocken/Dunkel;18;;;;;;;;;;Für Saucen/Mischungen, nicht lange trocken erhitzen;Ganze Samen (besser) oder Zitronenzeste (nur Zitrus);STOFF-SPC-000191;Ultrarealistisches Foto von gemahlenem Koriander, hellbeige bis sandfarben, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000192;Gewürz;Foeniculum vulgare;Fenchel, gemahlen;Ground Fennel;Active;Indien|Italien;Süß-anisig, für Wurst, Brot und mediterrane/indische Gerichte.;Apiaceae;Samen;Trocknung|Mahlen;Pulver (Fein);anisartig|süß|warm;Anethol;Wurst|Brot|Curry|Tomate;;;Trocken/Dunkel;18;;;;;;;;;;Sparsam, schnell dominant;Fenchelsamen ganz (besser) oder Anis (intensiver);STOFF-SPC-000192;Ultrarealistisches Foto von gemahlenem Fenchel, hellbeige bis leicht grünlich, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Curry|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000193;Gewürz;Coriandrum sativum;Koriander, geschrotet;Cracked Coriander;Active;Indien|Marokko;Grobe Textur, röstbar, für Rubs, Pickles und Brotgewürz.;Apiaceae;Samen;Trocknung|Schroten;Schrot (Grob);zitrus|warm|nussig;Linalool;Rubs|Pickles|Brot|Wurst;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, dann verwenden;Ganze Samen (mörsern) oder gemahlen (anders);STOFF-SPC-000193;Ultrarealistisches Foto von geschrotetem Koriander, grobe hellbraune Stücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein feines Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000194;Gewürz;Cuminum cyminum;Kreuzkümmel, geschrotet;Cracked Cumin;Active;Indien|Iran;Grobe Textur, röstbar, für Rubs und Würzmischungen.;Apiaceae;Samen;Trocknung|Schroten;Schrot (Grob);warm|erdig|nussig;Cuminaldehyd;Rubs|Bohnen|Curry;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten, nicht verbrennen;Ganze Samen (mörsern) oder gemahlen;STOFF-SPC-000194;Ultrarealistisches Foto von geschrotetem Kreuzkümmel, grobe braune Stücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein feines Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000195;Gewürz;Foeniculum vulgare;Fenchel, geschrotet;Cracked Fennel;Active;Indien|Italien;Grob, für Wurst und Brotgewürz, weniger flüchtig als Pulver.;Apiaceae;Samen;Trocknung|Schroten;Schrot (Grob);anisartig|süß|warm;Anethol;Wurst|Brot|Tomate;;;Trocken/Dunkel;24;;;;;;;;;;Kurz rösten oder direkt einarbeiten;Fenchelsamen (mörsern) oder gemahlen;STOFF-SPC-000195;Ultrarealistisches Foto von geschrotetem Fenchel, grobe grünlich-beige Stücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein feines Pulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000196;Gewürz;Petroselinum crispum;Petersilienwurzel, gemahlen;Ground Parsley Root;Active;Europa;Würzig-erdige Wurzelnote, selten als Pulver, eher für Ansätze.;Apiaceae;Wurzel;Trocknung|Mahlen;Pulver;erdig|würzig|mild;;Suppen|Ansätze;Selten, Qualität schwankt;;Trocken/Dunkel;24;;;;;;;;;;In Suppen/Ansätzen, sparsam;Selleriesamen (anders) oder Pastinake (anders);STOFF-SPC-000196;Ultrarealistisches Foto von Petersilienwurzelpulver, hellbeige, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frisches Gemüse|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000197;Gewürz;Allium schoenoprasum;Schnittlauch, getrocknet;Dried Chives;Active;Europa;Mild-zwiebelig, als Trockenware v.a. fürs Finish geeignet.;Amaryllidaceae;Blätter;Trocknung;Röllchen/Stücke;zwiebelig|grün|mild;;Dips|Ei|Kartoffeln|Finish;;;Trocken/Dunkel;12;;;;;;;;;;Als Finish, nicht lange kochen;Frischer Schnittlauch (besser) oder Frühlingszwiebel (anders);STOFF-SPC-000197;Ultrarealistisches Foto von getrocknetem Schnittlauch, grüne Röhrchenstücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Bund|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000198;Gewürz;Origanum majorana;Majoran, gerebelt;Marjoram (Rubbed);Active;Europa;Warm-krautig, klassisch in Wurst und Kartoffelgerichten.;Lamiaceae;Blätter;Trocknung;Gerebelt;würzig|krautig|warm;;Wurst|Kartoffeln|Eintopf;;;Trocken/Dunkel;12;;;;;;;;;;Am Ende zugeben, nicht lange kochen;Oregano (kräftiger) oder Thymian (anders);STOFF-SPC-000198;Ultrarealistisches Foto von gerebeltem Majoran, grün-bräunliche Blattflocken, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Zweig|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000199;Gewürz;Origanum vulgare;Oregano, gerebelt;Oregano (Rubbed);Active;Griechenland|Türkei;Kräftig, mediterran, für Pizza, Saucen und Grill.;Lamiaceae;Blätter;Trocknung;Gerebelt;kräftig|krautig|warm;;Pizza|Tomatensauce|Grill;;;Trocken/Dunkel;12;;;;;;;;;;Kurz mitziehen lassen oder als Finish;Majoran (milder) oder Thymian (anders);STOFF-SPC-000199;Ultrarealistisches Foto von gerebeltem Oregano, grün-bräunliche Blattflocken, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Zweig|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000200;Gewürz;Thymus vulgaris;Thymian, gerebelt;Thyme (Rubbed);Active;Mittelmeerraum;Klassisch für Schmorgerichte, Geflügel und Kräutermischungen.;Lamiaceae;Blätter;Trocknung;Gerebelt;krautig|harzig|warm;Thymol;Schmorgerichte|Geflügel|Gemüse;;;Trocken/Dunkel;18;;;;;;;;;;Mitkochen oder am Ende zugeben;Oregano (anders) oder Rosmarin (harziger);STOFF-SPC-000200;Ultrarealistisches Foto von gerebeltem Thymian, kleine grün-bräunliche Blattstücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Zweig|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000201;Gewürz;Rosmarinus officinalis;Rosmarin, geschnitten;Rosemary (Cut);Active;Mittelmeerraum;Harzig-würzig, ideal zum Mitkochen/Infusionen, sehr dominant.;Lamiaceae;Nadeln (Blätter);Trocknung;Geschnitten;harzig|kiefernartig|warm;1,8-Cineol|Campher;Lamm|Kartoffeln|Focaccia|Öl-Infusion;Sehr dominant, sparsam;;Trocken/Dunkel;18;;;;;;;;;;Mitkochen oder Öl ziehen lassen;Thymian (milder) oder Wacholder (anders);STOFF-SPC-000201;Ultrarealistisches Foto von getrocknetem Rosmarin, grün-graue Nadeln, geschnitten, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Zweig|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000202;Gewürz;Salvia officinalis;Salbei, gerebelt;Sage (Rubbed);Active;Europa;Kraftvoll-herb, klassisch zu Butter, Pasta, Geflügel und Wurst.;Lamiaceae;Blätter;Trocknung;Gerebelt;herb|kampferig|würzig;Thujon|Campher;Butter|Pasta|Geflügel|Wurst;Thujon-haltig, sparsam;;Trocken/Dunkel;18;;;;;;;;;;Kurz in Butter auslassen, nicht verbrennen;Thymian (milder) oder Rosmarin (anders);STOFF-SPC-000202;Ultrarealistisches Foto von gerebeltem Salbei, grau-grüne Blattstücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Salbei|kein Gericht|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000203;Gewürz;Satureja hortensis;Bohnenkraut, gerebelt;Summer Savory (Rubbed);Active;Europa;Pfeffrig-krautig, klassisch zu Bohnen und Eintöpfen.;Lamiaceae;Blätter;Trocknung;Gerebelt;pfeffrig|krautig|warm;Carvacrol;Bohnen|Eintopf|Kartoffeln;;;Trocken/Dunkel;12;;;;;;;;;;Mitkochen oder am Ende zugeben;Thymian (ähnlich) oder Oregano (kräftiger);STOFF-SPC-000203;Ultrarealistisches Foto von gerebeltem Bohnenkraut, grün-bräunliche Blattstücke, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Zweig|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000204;Gewürz;Lavandula angustifolia;Lavendelblüten (kulinarisch);Culinary Lavender;Active;Frankreich;Florales Gewürz für Desserts, Zucker, Kräutermischungen (sparsam!).;Lamiaceae;Blüten;Trocknung;Blüten (Ganz);floral|parfümig|warm;Linalool|Linalylacetat;Dessert|Zucker|Herbes de Provence;Sehr dominant, sparsam;;Trocken/Dunkel;12;;;;;;;;;;Nur wenige Blüten, sonst seifig;Bergamotte (anders) oder Rosmarin (nur harzig);STOFF-SPC-000204;Ultrarealistisches Foto von getrockneten Lavendelblüten, violett, kleine Blütenknospen, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Seifenprodukt|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000205;Gewürz;Ocimum basilicum;Basilikum, gerebelt;Basil (Dried);Active;Europa;Getrocknet milder als frisch, für Saucen und Gewürzmischungen.;Lamiaceae;Blätter;Trocknung;Gerebelt;krautig|mild|süßlich;;Tomatensauce|Pizza|Dips;;;Trocken/Dunkel;12;;;;;;;;;;Kurz mitziehen lassen oder als Finish;Frischer Basilikum (besser) oder Oregano (anders);STOFF-SPC-000205;Ultrarealistisches Foto von getrocknetem Basilikum, grün-bräunliche Blattflocken, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Bund|kein Pesto|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000206;Gewürz;Mentha spicata;Minze, gerebelt;Mint (Dried);Active;Nordafrika|Europa;Frisch-kühl, für Tee, Lamm, Joghurt, Mischungen (getrocknet).;Lamiaceae;Blätter;Trocknung;Gerebelt;minzig|kühl|grün;Menthol (je nach Art)|Carvon;Tee|Lamm|Joghurt|Salat;;;Trocken/Dunkel;12;;;;;;;;;;Als Finish oder Tee, nicht lange kochen;Frische Minze (besser) oder Menthol (viel stärker);STOFF-SPC-000206;Ultrarealistisches Foto von getrockneter Minze, grüne Blattflocken, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein frischer Bund|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000207;Gewürz;Triticum aestivum;Brotgewürz (Standardmix);Bread Spice Mix;Active;DACH/Europa;Klassischer Mix (Kümmel/Fenchel/Anis) für Brot, ohne Salz.;n/a;Samen (Mix);Mischen;Samen (Ganz/Schrot);warm|anisartig|würzig;;Brot|Gebäck;Deklaration je nach Hersteller;;Trocken/Dunkel;24;;;;;;;;;;Direkt in Teig, Dosierung nach Rezept;Einzelgewürze separat (präziser);STOFF-SPC-000207;Ultrarealistisches Foto von Brotgewürz-Mix, sichtbare Samen (Kümmel/Fenchel/Anis), Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Salz|kein Brot|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000208;Gewürz;—;Ras el Hanout (Gewürzmischung);Ras el Hanout (Spice Blend);Active;Nordafrika;Komplexe Mischung (je nach Hausrezept), warm-aromatisch, ohne Salz führen.;—;Gewürz-Mix;Mischen;Pulver/Granulat;warm|aromatisch|blumig;;Tagine|Couscous|Lamm;Deklaration schwankt je nach Hersteller;;Trocken/Dunkel;18;;;;;;;;;;Kurz mitrösten, nicht verbrennen;Baharat (ähnlich) oder Garam Masala (anders);STOFF-SPC-000208;Ultrarealistisches Foto von Ras-el-Hanout Gewürzblend als goldbraunes Pulver, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände|kein Salz;Foto;;;
STOFF-SPC-000209;Gewürz;—;Garam Masala (Gewürzmischung);Garam Masala (Spice Blend);Active;Indien;Warmes Finish-Gewürz, typischerweise am Ende zugeben, ohne Salz führen.;—;Gewürz-Mix;Mischen;Pulver;warm|würzig|aromatisch;;Curry|Dal|Reis;Deklaration schwankt je nach Hersteller;;Trocken/Dunkel;18;;;;;;;;;;Am Ende einrühren, nicht lange kochen;Curry (anders) oder Baharat (anders);STOFF-SPC-000209;Ultrarealistisches Foto von Garam-Masala-Pulver, mittel- bis dunkelbraun, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände|kein Salz;Foto;;;
STOFF-SPC-000210;Gewürz;—;Baharat (Gewürzmischung);Baharat (Spice Blend);Active;Naher Osten;Warmes Allzweck-Gewürz für Fleisch, Reis, Eintöpfe, ohne Salz führen.;—;Gewürz-Mix;Mischen;Pulver;warm|würzig|pfeffrig;;Fleisch|Reis|Eintopf;Deklaration schwankt je nach Hersteller;;Trocken/Dunkel;18;;;;;;;;;;Kurz mitrösten, nicht verbrennen;Garam Masala (ähnlich) oder Ras el Hanout (blumiger);STOFF-SPC-000210;Ultrarealistisches Foto von Baharat-Gewürzblend als braunes Pulver, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Currygericht|kein Text|kein Etikett|keine Hände|kein Salz;Foto;;;
STOFF-SPC-000211;Gewürz;—;Za'atar (Gewürzmischung, ohne Salz);Za'atar Blend (No Salt);Active;Levant;Kräuter-Sesam-Sumach-Profil (Salz separat führen).;—;Gewürz-Mix;Mischen;Granulat/Schrot;kräuterig|zitrus|nussig;;Fladenbrot|Labneh|Salat;Deklaration schwankt (Salz oft enthalten) – hier ohne Salz;;Trocken/Dunkel;12;;;;;;;;;;Mit Olivenöl auf Brot oder als Topping;Sumach+Sesam+Thymian (Annäherung) oder Dukkah (anders);STOFF-SPC-000211;Ultrarealistisches Foto von Za'atar-Blend, sichtbare grüne Kräuter, Sesam, dunkelrote Sumachpartikel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Fladenbrot|kein Text|kein Etikett|keine Hände|kein Salz;Foto;;;
STOFF-SPC-000212;Gewürz;Rhus coriaria;Sumach, gemahlen;Ground Sumac;Active;Türkei|Levant;Säuerlich-fruchtig, klassisch als Finish in Levante-Küche.;Anacardiaceae;Frucht;Trocknung|Mahlen;Pulver;säuerlich|fruchtig|herb;Organische Säuren|Gerbstoffe;Salat|Kebab|Zwiebeln|Fisch;;;Trocken/Dunkel;18;;;;;;;;;;Als Finish oder in Marinaden;Zitrone (anders) oder Tamarinde (anders);STOFF-SPC-000212;Ultrarealistisches Foto von gemahlenem Sumach, dunkelrot bis purpur, feiner Hügel, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Paprikapulver|kein Text|kein Etikett|keine Hände;Foto;;;
STOFF-SPC-000213;Gewürz;Papaver somniferum;Mohn (blau), ganz;Blue Poppy Seeds;Active;Mitteleuropa;Nussig, klassisch in Backwaren und Mohnfüllungen.;Papaveraceae;Samen;Trocknung;Samen (Ganz);nussig|mild|leicht süß;;Gebäck|Dessert|Nudeln;In großen Mengen kann es Mohnalkaloide enthalten (Lebensmittelqualität beachten);;Trocken/Dunkel;18;;;;;;;;;;Kurz rösten oder mahlen für Füllung;Schwarzer Sesam (anders) oder Chia (anders);STOFF-SPC-000213;Ultrarealistisches Foto von blauem Mohn, sehr kleine blau-schwarze Samen, Makro, 8k, neutraler Hintergrund, 20% Weißrand/Padding, kein Text;kein Gebäck|kein Text|kein Etikett|keine Hände;Foto;;;
