ID_Neu;Rezept_ID;Kategorie;EntityType;Name;Lateinischer Name/Typ;Region-Tags;Parent/Überbegriff;Stufe;Mix_Typ;Band-Refs;Priorität (1–5);Notizen;Preparation_Notes;Chemische Gruppe;Ingredient_List;Ingredient_Unit;Total_Weight;Cost_Estimate;Variant_Refs;Rezept_Version;Source_Type;Yield_Info;Author_Note;SensorikProfil;PhysikalischeForm;Has_Variants;Regulatorik;CITES;Cross-Refs;Illu_Path;Illu_Pfad;Has_Illu;Illu-PlH;Has_QR;QR-PlH;CITES/Regulatory;Datasheet-Status
ME_000176;;Mischungen;Handelsprodukt;Guanábana;Annona muricata;Karibik;Frucht;2;;B27;3;säuerlich;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/guanabana.png;;0;;0;;LM-Standard;Todo
ME_000177;;Mischungen;Chemische Substanz;Guarkernmehl;Cyamopsis tetragonoloba gum (E412);Indien;Texturgeber;2;;B27;3;Verdicker;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/guarkernmehl.png;;0;;0;;LM-Standard;Todo
ME_000178;;Mischungen;Handelsprodukt;Guave;Psidium guajava;Lateinamerika;Tropenfrucht;2;;B27;2;süß-fruchtig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/guave.png;;0;;0;;LM-Standard;Todo
ME_000179;;Mischungen;Mischung;Gulf Amber Blend;Bernsteinakkord + Olibanum;Golfstaaten;Bakhoor;2;M6;B22;4;;;;;;;—;;—;—;—;—;;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/gulf-amber-blend.png;;0;;0;;—;Todo
ME_000180;;Mischungen;Handelsprodukt;Hafer;Avena sativa;global;Getreide;2;;B27;3;faserig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hafer.png;;0;;0;;LM-Standard;Todo
ME_000181;;Mischungen;Handelsprodukt;Halva;Blend (Sesam/Zucker);Nahost;Süßware;2;;B27;3;nussig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/halva.png;;0;;0;;LM-Standard;Todo
ME_000182;;Mischungen;Handelsprodukt;Hard Seltzer;Blend (Alkohol + Aroma);global;Getränk;2;;B20;2;spritzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hard-seltzer.png;;0;;0;;Spirituose;Todo
ME_000183;;Mischungen;Stoff;Haselnussöl geröstet;Corylus avellana (Öl);"Frankreich; Italien";Nussöl (Aroma);2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/haselnussoel-geroestet.png;;0;;0;;—;Todo
ME_000184;;Mischungen;Mischung;Hawaij (Kaffee-Gewürz);Blend: Kardamom, Zimt, Ingwer, Nelke;Jemen;Jemenitische Mischung;2;;B4;4;;;;;;;—;;—;—;—;—;S3;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hawaij-kaffee-gewuerz.png;;0;;0;;—;Todo
ME_000185;;Mischungen;Mischung;Hawayij (Fleisch);Blend: Kreuzkümmel, schwarzer Pfeffer, Kardamom, Kurkuma;"Jemen; Levante";Jemen/Levant-Blend;2;;B4;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hawayij-fleisch.png;;0;;0;;—;Todo
ME_000186;;Mischungen;Chemische Substanz;Hefeextrakt (modern);Saccharomyces extr.;global;FoodTech Aroma;2;;B27;3;umami;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hefeextrakt-modern.png;;0;;0;;LM-Standard;Todo
ME_000187;;Mischungen;Mischung;Herbes de Provence;Blend (Herbes de Provence);Frankreich;Gewürzmischung;2;;B27;3;kräuterig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/herbes-de-provence.png;;0;;0;;LM-Standard;Todo
ME_000188;;Mischungen;Handelsprodukt;Heuschrecken;Locusta migratoria;global;Insekt;2;;B27;2;geröstet;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/heuschrecken.png;;0;;0;;Novel Food;Todo
ME_000189;;Mischungen;Mischung;Heuschrecken (geröstet);Locusta migratoria / Schistocerca spp.;"Afrika; Nahost; Mexiko";Insektenprodukt;2;;B25;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/heuschrecken-geroestet.png;;0;;0;;—;Todo
ME_000190;;Mischungen;Mischung;Hibiskus-Sirup;Hibiscus sabdariffa (Auszug);"Karibik; Westafrika";Blütenauszug;2;M4;B24;4;;;;;;;—;;—;—;—;—;S2;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/hibiskus-sirup.png;;0;;0;;—;Todo
ME_000191;;Mischungen;Handelsprodukt;Hirse;Panicum miliaceum;Afrika/Asien;Getreide;2;;B27;2;brei;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hirse.png;;0;;0;;LM-Standard;Todo
ME_000192;;Mischungen;Mischung;Holunderblütenöl (Mazerat);Sambucus nigra (Blüte in Öl);Europa;Blüten-Ölansatz;2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/holunderbluetenoel-mazerat.png;;0;;0;;—;Todo
ME_000193;;Mischungen;Handelsprodukt;Honig Akazie;Apis mellifera (Acacia);Europa;Honig;2;;B27;4;mild;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/honig-akazie.png;;0;;0;;LM-Standard;Todo
ME_000194;;Mischungen;Handelsprodukt;Honig Wald;Apis mellifera (Forest);Europa;Honig;2;;B27;4;kräftig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/honig-wald.png;;0;;0;;LM-Standard;Todo
ME_000195;;Mischungen;Mischung;Honigbienen-Pollen;Apis mellifera (Pollen);Global;Bienenprodukt/Aromaträger;2;;B25;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/honigbienen-pollen.png;;0;;0;;—;Todo
ME_000196;;Mischungen;Mischung;Hyssop-Za’atar (europ. Ersatz);Blend: Quendel/Thymian, Sumach, Sesam;Europa (Substitut);Kräuter-Gewürz-Mix;2;M1;B4;4;;;;;;;—;;—;—;—;—;S4;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/hyssop-zaatar-europ-ersatz.png;;0;;0;;—;Todo
ME_000197;;Mischungen;Mischung;Indischer Sambrani;Benzoe (Styrax) + Hölzer;Indien;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;;P4;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/indischer-sambrani.png;;0;;0;;—;Todo
ME_000198;;Mischungen;Mischung;Indischer Sambrani klassisch;Benzoe + Hölzer;Indien;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;;P4;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/indischer-sambrani-klassisch.png;;0;;0;;—;Todo
ME_000199;;Mischungen;Mischung;Indonesian Rendang Spice;Blend/Paste: Galgant, Kurkuma, Chili, Kaffirlimette, Lemongras ...;"Sumatra; Indonesien";Currypaste/Blend;2;;B4;4;;;;;;;—;;—;—;—;—;S4;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/indonesian-rendang-spice.png;;0;;0;;—;Todo
ME_000200;;Mischungen;Mischung;Indonesischer Kemenyan-Mix;Styrax + Hölzer;Indonesien;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/indonesischer-kemenyan-mix.png;;0;;0;;—;Todo
ME_000201;;Mischungen;Mischung;Ingwer-Zucker;Saccharum + Zingiber;global;Zucker-Mischung;2;M4;B27;3;würzig;;;;;;—;;—;—;—;—;S2;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/ingwer-zucker.png;;0;;0;;LM-Standard;Todo
ME_000202;;Mischungen;Handelsprodukt;IPA (India Pale Ale);Hordeum vulgare + Humulus;global;Bier;2;M7;B20;3;hopfig, bitter;;;;;;—;;—;—;—;—;S3;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/ipa-india-pale-ale.png;;0;;0;;Spirituose;Todo
ME_000203;;Mischungen;Mischung;Iranischer Labdanum-Blend;Cistus-Harz + Olibanum;Iran;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/iranischer-labdanum-blend.png;;0;;0;;—;Todo
ME_000204;;Mischungen;Chemische Substanz;Isoamylacetat;C7H14O2 (Ester);global;Isolat;2;;B27;2;banane;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/isoamylacetat.png;;0;;0;;LM/Novel Food;Todo
ME_000205;;Mischungen;Chemische Substanz;Isomalt;Zuckeraustauschstoff;global;Molekularküche;2;M4;B27;2;Zuckerersatz;;;;;;—;;—;—;—;—;S2;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/isomalt.png;;0;;0;;LM-Standard;Todo
ME_000206;;Mischungen;Mischung;Italian Seasoning;Blend (Italian);global;Gewürzmischung;2;;B27;2;klassisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/italian-seasoning.png;;0;;0;;LM-Standard;Todo
ME_000207;;Mischungen;Handelsprodukt;Jabuticaba;Plinia cauliflora;Brasilien;Frucht;2;;B27;2;traubig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/jabuticaba.png;;0;;0;;LM-Standard;Todo
ME_000208;;Mischungen;Handelsprodukt;Jackfrucht;Artocarpus heterophyllus;Asien;Tropenfrucht;2;;B27;2;fleischig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/jackfrucht.png;;0;;0;;LM-Standard;Todo
ME_000209;;Mischungen;Handelsprodukt;Jägermeister;Spirituose (Bitter);Deutschland;Amaro;2;M7;B20;3;würzig;;;;;;—;;—;—;—;—;S3;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/jaegermeister.png;;0;;0;;Spirituose;Todo
ME_000210;;Mischungen;Mischung;Jägermeister;Kräuterbitter;Deutschland;Digestif;2;;B22;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/jaegermeister.png;;0;;0;;—;Todo
ME_000211;;Mischungen;Mischung;Japanese Kare (Curry-Roux);Roux-Block mit Currypulver, Mehl, Fett, Süßung;Japan;Currypaste/Block;2;M1;B4;4;;;;;;;—;Rezept-0026;—;—;—;—;S4;P1;1;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/japanese-kare-curry-roux.png;;0;;0;;—;Todo
ME_000212;;Mischungen;Mischung;Japanischer Koh-Furin;Sandelholz, Zimt, Nelke, Benzoe;Japan;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/japanischer-koh-furin.png;;0;;0;;—;Todo
ME_000213;;Mischungen;Mischung;Jasmin-Enfleurage-Öl;Jasminum spp. auf Fett/Öl (Enfleurage);"Grasse; Indien";Blüteninfusion;2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/jasmin-enfleurage-oel.png;;0;;0;;—;Todo
ME_000214;;Mischungen;Mischung;Jasminöl (Parfümerie, kul. sparsam);Jasminum spp. (Öl);"Indien; Grasse";Blütenöl;2;M8;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/jasminoel-parfuemerie-kul-sparsam.png;;0;;0;;—;Todo
ME_000215;;Mischungen;Mischung;Jemenitische Rauchmischung (regional);Olibanum + Myrrhe + Gewürze;Jemen;Räuchermischung;2;M6;B22;4;;;;;;;—;;—;—;—;—;S5;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/jemenitische-rauchmischung-regional.png;;0;;0;;—;Todo
ME_000216;;Mischungen;Mischung;Jerk Seasoning (trocken);Blend: Piment, Thymian, Chili, Zimt, Ingwer;Jamaika;Karibik-Rub;2;M1;B4;4;;;;;;;—;;—;—;—;—;S4;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/jerk-seasoning-trocken.png;;0;;0;;—;Todo
ME_000217;;Mischungen;Mischung;Juniper & Olibanum;Juniperus communis + Boswellia spp.;"Europa; Afrika/Arabien";Holz-Harz-Mix;2;M6;B22;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/juniper-olibanum.png;;0;;0;;—;Todo
ME_000218;;Mischungen;Chemische Substanz;Kaffee-Isolat Koffein;Coffea arabica isolat;global;FoodTech Aroma;2;;B27;3;stimulans;;;;;;—;;—;—;—;—;S3;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kaffee-isolat-koffein.png;;0;;0;;LM-Standard;Todo
ME_000219;;Mischungen;Mischung;Kaffee-Rauchsalz;Meersalz + Kaffee-Rauch;Spezialitäten;Aromasalz (geräuchert);2;M6;B13;4;;;;;;;—;;—;—;—;—;S3;P5;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/kaffee-rauchsalz.png;;0;;0;;—;Todo
ME_000220;;Mischungen;Mischung;Kaffee-Zucker;Saccharum + Coffea;global;Zucker-Mischung;2;M4;B27;2;kaffee;;;;;;—;;—;—;—;—;S2;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kaffee-zucker.png;;0;;0;;LM-Standard;Todo
ME_000221;;Mischungen;Mischung;Kakao 100% Tafel;Theobroma cacao (Masse);Global;Schokolade 100%;2;M11;B9;4;;;;;;;—;;—;—;—;—;S2;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kakao-100-tafel.png;;0;;0;;—;Todo
ME_000222;;Mischungen;Mischung;Kakaolikör (Getränk);Kakao + Spirituose;Global;Likörmischung;2;;B9;4;;;;;;;—;;—;—;—;—;S3;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/kakaolikoer-getraenk.png;;0;;0;;—;Todo
ME_000223;;Mischungen;Mischung;Kakaoschalen Gewürz;Cocoa Husk + Gewürze;Global;Gewürzmischung;2;;B9;4;;;;;;;—;;—;—;—;—;S3;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kakaoschalen-gewuerz.png;;0;;0;;—;Todo
ME_000224;;Mischungen;Mischung;Kandierte Cedrat/Zedrat;Citrus medica (Schale, kandiert);Italien;Kandierte Zitrus;2;;B24;4;;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kandierte-cedrat-zedrat.png;;0;;0;;—;Todo
ME_000225;;Mischungen;Mischung;Kandierte Orangenschale;Citrus sinensis (Schale, kandiert);Mittelmeer;Kandierte Zitrus;2;;B24;4;;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kandierte-orangenschale.png;;0;;0;;—;Todo
ME_000226;;Mischungen;Mischung;Kandierter Ingwer;Zingiber officinale (Rhizom, kandiert);Asien/Global;Kandiert;2;;B24;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kandierter-ingwer.png;;0;;0;;—;Todo
ME_000227;;Mischungen;Handelsprodukt;Karmin (Cochenille);Dactylopius coccus;Peru;Farbextrakt;2;;B27;3;rot;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/karmin-cochenille.png;;0;;0;;LM-Standard;Todo
ME_000228;;Mischungen;Mischung;Kashmiri Masala (Rogan Josh);Blend: Kashmiri Chili, Fenchel, Ingwer, Kardamom;Kashmir;Würzmischung;2;M1;B4;4;;;;;;;—;;—;—;—;—;S4;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kashmiri-masala-rogan-josh.png;;0;;0;;—;Todo
ME_000229;;Mischungen;Mischung;Katholischer Kirchenweihrauch Europe;Olibanum + Myrrhe + Öle;Europa;Kirchenweihrauch;2;M6;B22;4;;;;;;;—;;—;—;—;—;S5;P4;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/katholischer-kirchenweihrauch-europe.png;;0;;0;;—;Todo
ME_000230;;Mischungen;Handelsprodukt;Kefir;Lactobacillus/Kefirpilz ferment;Osteuropa;Kefir;2;;B27;3;sauer, leicht prickelnd;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kefir.png;;0;;0;;LM-Standard;Todo
ME_000231;;Mischungen;Handelsprodukt;Kefir-Getränk;Milch fermentiert;Osteuropa;Fermentgetränk;2;M5;B20;3;sauer;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kefir-getraenk.png;;0;;0;;LM-Standard;Todo
ME_000232;;Mischungen;Mischung;Keralan Curry (mit Curryblättern);Blend: Koriander, Kurkuma, Chili, Senfsaat, Curryblätter ...;"Kerala; Indien";Currymischung;2;M1;B4;4;;;;;;;—;Rezept-0024;—;—;—;—;S4;P1;1;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/keralan-curry-mit-curryblaettern.png;;0;;0;;—;Todo
ME_000233;;Mischungen;Mischung;Kiefernholz & Dammar;Pinus spp. + Dammar (Shorea/Agathis);Süd-/Südostasien;Holz-Harz-Mix;2;M6;B22;4;;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/kiefernholz-dammar.png;;0;;0;;—;Todo
ME_000234;;Mischungen;Handelsprodukt;Kimchi (modern);Brassica fermentiert;Korea;Kimchi;2;M5;B27;4;scharf;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kimchi-modern.png;;0;;0;;LM-Standard;Todo
ME_000235;;Mischungen;Handelsprodukt;Kirschkern;Prunus avium (semen);Europa;Kern;2;;B27;2;mandelig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kirschkern.png;;0;;0;;LM-Standard;Todo
ME_000236;;Mischungen;Chemische Substanz;Koffein;C8H10N4O2;global;Referenz;2;M7;B27;3;bitter;;;;;;—;;—;—;—;—;S3;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/koffein.png;;0;;0;;Lab;Todo
ME_000237;;Mischungen;Handelsprodukt;Koji Ferment;Aspergillus oryzae;Japan;Koji;2;M5;B27;4;enzymatisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/koji-ferment.png;;0;;0;;LM-Standard;Todo
ME_000238;;Mischungen;Handelsprodukt;Kokosblütenzucker;Cocos nucifera (flos);Asien;Süßungsmittel;2;M4;B27;3;mild;;;;;;—;;—;—;—;—;S2;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kokosbluetenzucker.png;;0;;0;;LM-Standard;Todo
ME_000239;;Mischungen;Handelsprodukt;Kokosjoghurt;Cocos ferment.;global;Ferment;2;M5;B27;3;sauer;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kokosjoghurt.png;;0;;0;;Trend;Todo
ME_000240;;Mischungen;Mischung;Kolhapuri Masala;Blend: Dagad Phool, Chili, Koriander, Mohn, Kokos;Maharashtra;Regionale Mischung;2;M1;B4;4;;;;;;;—;;—;—;—;—;S4;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kolhapuri-masala.png;;0;;0;;—;Todo
ME_000241;;Mischungen;Handelsprodukt;Kombucha;Camellia sinensis ferment;global;Fermentgetränk;2;M3;B20;3;spritzig, essig;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/kombucha.png;;0;;0;;Reguliert;Todo
ME_000242;;Mischungen;Handelsprodukt;Kombucha Hard;Camellia ferment + Alkohol;global;Getränk;2;;B20;2;spritzig, alkoholisch;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kombucha-hard.png;;0;;0;;Trend;Todo
ME_000243;;Mischungen;Handelsprodukt;Kombucha Hibiskus;Camellia ferment + Hibiscus;global;Kombucha;2;;B20;2;rot, sauer;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kombucha-hibiskus.png;;0;;0;;Trend;Todo
ME_000244;;Mischungen;Handelsprodukt;Kombucha Hopfen;Camellia ferment + Humulus;global;Kombucha;2;;B20;2;hopfig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kombucha-hopfen.png;;0;;0;;Trend;Todo
ME_000245;;Mischungen;Handelsprodukt;Kombucha Ingwer-Zitrone;Camellia ferment + Zingiber/Citrus;global;Kombucha;2;;B20;2;frisch;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kombucha-ingwer-zitrone.png;;0;;0;;Trend;Todo
ME_000246;;Mischungen;Handelsprodukt;Kombucha Lavendel;Camellia ferment + Lavandula;global;Kombucha;2;;B20;2;blumig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kombucha-lavendel.png;;0;;0;;Trend;Todo
ME_000247;;Mischungen;Handelsprodukt;Kombucha-Essig;Camellia ferment weiter;global;Essig;2;M3;B27;2;säuerlich;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/kombucha-essig.png;;0;;0;;Trend;Todo
ME_000248;;Mischungen;Mischung;Koptische Kirchenmischung;Olibanum + Myrrhe + Mastix;Ägypten;Kirchenweihrauch;2;M6;B22;4;;;;;;;—;;—;—;—;—;S5;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/koptische-kirchenmischung.png;;0;;0;;—;Todo
ME_000249;;Mischungen;Mischung;Korintischer Zimt Mix;Cinnamomum spp. (Blend);Mittelmeer;Blend;2;;B4;4;;;;;;;—;;—;—;—;—;;P1;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/korintischer-zimt-mix.png;;0;;0;;—;Todo
ME_000250;;Mischungen;Mischung;Kornblumenöl (Mazerat);Centaurea cyanus (Blüte in Öl);Europa;Blüten-Ölansatz;2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/kornblumenoel-mazerat.png;;0;;0;;—;Todo
ME_000251;;Mischungen;Stoff;Kürbiskernöl (Steiermark g.g.A.);Cucurbita pepo var. styriaca (Öl);Österreich (Stmk.);Samenöl (Aroma);2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/kuerbiskernoel-steiermark-g-g-a.png;;0;;0;;—;Todo
ME_000252;;Mischungen;Handelsprodukt;Kvass;Brotferment;Russland;Fermentgetränk;2;M5;B20;2;mild, malzig;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kvass.png;;0;;0;;LM-Standard;Todo
ME_000253;;Mischungen;Handelsprodukt;Kvass (Rote Beete);Rote Beete ferment;Osteuropa;Fermentgetränk;2;M5;B20;2;erdig, säuerlich;;;;;;—;;—;—;—;—;;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/kvass-rote-beete.png;;0;;0;;Trend;Todo
ME_000254;;Mischungen;Mischung;Kyphi (Ägyptisch, Rekonstruktion);Olibanum, Myrrhe, Wein, Rosinen, Honig, Harze, Gewürze;Ägypten (rekonstruiert);Räuchermischung (antik);2;M6;B22;4;;;;;;;—;"Rezept-0029;Rezept-0030;Rezept-0031;Rezept-0032";—;—;—;—;;P4;1;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/raeuchermischungen/kyphi-aegyptisch-rekonstruktion.png;;0;;0;;—;Todo
ME_000255;;Mischungen;Mischung;Labdanum in Olivenöl;Cistus ladaniferus Harz in Olivenöl;Mittelmeerraum;Harz-Öl-Ansatz;2;M3;B24;4;;;;;;;—;;—;—;—;—;S5;P3;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/oelmischungen/labdanum-in-olivenoel.png;;0;;0;;—;Todo
ME_000256;;Mischungen;Handelsprodukt;Lambic;Bierstil (Spontan);Belgien;Bier;2;;B20;3;sauer;;;;;;—;;—;—;—;—;S1;;0;;;;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/lambic.png;;0;;0;;Tradition;Todo
