Rezept_ID;Parent_Name;Detail_ID;Variant_Name;Ingredient_List;Ingredient_Unit;Total_Weight;Preparation_Notes;SensorikProfil;PhysikalischeForm;Mix_Typ;Region_Tag;Source;Status;Cost_Estimate;Yield_Info;Rezept_Version;Source_Type;Author_Note;Illu_Path;Illu_Variant_Path;Parent_ID_Neu;Parent_Mix
ME_000321-ORG-1;Omani Weihrauch;ORG-1;🟩;Weihrauchharz Boswellia sacra|100|100;g|%;100;"Klares Harz, fein-zitronig; Räucherung & Destillatgrundlage.";S3;P4;M10;Oman;IFRA – Boswellia Sacra Profile;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000321;
ME_000322-ORG-1;Orangenblüten-Hydrolat;ORG-1;🟩;Orangenblüten (Neroli)|10|10||Destilliertes Wasser|90|90;g|%;100;Kondensat aus der Nerolidestillation – Duft- und Konditorwasser.;S2;P3;M8;Marokko;Grasse Institute – Hydrosol Standards;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000322;
ME_000323-ORG-1;Oud-Chips mit Benzoe;ORG-1;🟩;Oud-Holz|70|70||Benzoe Siam|20|20||Styrax|10|10;g|%;100;"Edle Räucherchips; balsamisch-süß mit Holznote.";S3;P4;M10;Arabien;IFRA – Oud Wood Composition;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000323;
ME_000324-ORG-1;Pain d’épices (Gewürz-Basis);ORG-1;🟩;Zimt|30|30||Anis|20|20||Ingwer|15|15||Muskat|10|10||Koriander|10|10||Piment|10|10||Nelken|5|5;g|%;100;Klassische Gewürzbasis für Lebkuchen und Honigkuchen.;S4;P1;M1;Frankreich;Larousse Gastronomique – Pain d’épices Mix;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000324;
ME_000325-ORG-1;Palmessig;ORG-1;🟩;Palmsaft fermentiert|100|100;g|%;100;Natürlich vergorener Palmessig aus Südostasien.;S1;P3;M5;Philippinen;FAO – Palm Vinegar Production Data;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000325;
ME_000326-ORG-1;Palmzucker;ORG-1;🟩;Palmensaft (eingedickt)|100|100;g|%;100;Aus dem Saft der Palmenblüte eingedickt & kristallisiert.;S2;P1;M4;Südostasien;FAO – Palm Sugar Production Guide;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000326;
ME_000327-ORG-1;Palo Santo & Copal;ORG-1;🟩;Palo-Santo-Holz|60|60||Copalharz|40|40;g|%;100;"Holzspäne mit Copal vermengen; als Räuchermischung verwenden.";S3;P4;M10;Anden/Mesoamerika;Ethnobotany Journal – Palo Santo & Copal Use;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000327;
ME_000328-ORG-1;Palo-Santo-Salz;ORG-1;🟩;Meersalz|80|80||Palo-Santo-Rauchkondensat|20|20;g|%;100;"Salz kalt räuchern (Palo Santo) bis aromatisch; trocknen.";S3;P1;M2;Anden;Culinary Smoking Compendium – Sacred Wood Salt;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000328;
ME_000329-ORG-1;Panforte;ORG-1;🟩;Mandeln|25|25||Haselnüsse|15|15||Kandierte Orange|10|10||Kandierte Cedrat|10|10||Honig|15|15||Zucker|15|15||Mehl|5|5||Gewürz (Zimt/Nelke)|5|5;g|%;100;Trockenes mischen, Honig/Zucker erhitzen, alles vermengen & backen.;S2;P2;M4;Toskana;Consorzio – Panforte Tradizionale;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000329;
ME_000330-ORG-1;Papaya (getrocknet);ORG-1;🟩;Papaya (Scheiben, getr.)|100|100;g|%;100;"Reife Papaya in Scheiben trocknen; Snack & Backzutat.";S2;P1;M4;Tropen;USDA – Papaya Dried Data;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000330;
ME_000331-ORG-1;Paranuss;ORG-1;🟩;Paranüsse (geröstet)|100|100;g|%;100;"Aromatische Nuss; als Snack oder Nussölquelle.";S5;P1;M3;Amazonas;USDA – Brazil Nut Profile;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000331;
ME_000332-ORG-1;Parmesan (Parmigiano Reggiano);ORG-1;🟩;Kuhmilch|90|90||Lab|0.02|0.02||Salz|2|2||Kulturen|0.05|0.05||Wasserverlust|7.93|7.93;g|%;100;"Hartkäse, mind. 12 Monate gereift; kräftig-umami.";S5;P5;M5;Italien;PDO Spec – Parmigiano Reggiano;aktiv;6;Primärquelle;;🟩 fundiert;;;;ME_000332;
ME_000333-ORG-1;Passionsfrucht;ORG-1;🟩;Passionsfruchtmark|100|100;g|%;100;Fruchtig-säuerliches Mark für Desserts & Getränke.;S1;P2;M4;Brasilien;USDA – Passion Fruit Pulp;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000333;
ME_000334-ORG-1;Pekan;ORG-1;🟩;Pekannüsse (geröstet)|100|100;g|%;100;"Süß-nussig; für Pralinen, Backen & Öl.";S2;P1;M3;USA;USDA – Pecan Nut Data;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000334;
ME_000335-ORG-1;Peri-Peri Rub;ORG-1;🟩;Peri-Peri-Chili|25|25||Paprika|20|20||Knoblauch|10|10||Zwiebel|10|10||Zitronenschale|10|10||Pfeffer|10|10||Salz|15|15;g|%;100;"Trockene Gewürzmischung; portugiesisch/afrikanisch inspiriert.";S4;P1;M1;Südliches Afrika;Serious Eats – Peri-Peri Dry Rub;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000335;
ME_000336-ORG-1;Persischer Olibanum;ORG-1;🟩;Weihrauch (Boswellia carterii)|100|100;g|%;100;"Helles Harz; zitrisch-balsamisch; Räucher- & Duftgrundlage.";S3;P4;M10;Iran;IFRA – Olibanum Persian Grades;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000336;
ME_000337-ORG-1;Peychaud’s Bitters;ORG-1;🟩;Weinbrand|60|60||Enzian|10|10||Anis|10|10||Gewürzinfus|10|10||Zucker|10|10;g|%;100;"Kräuter in Alkohol mazerieren, süßen, reifen; Cocktailbitter.";S3;P3;M7;New Orleans;Cocktail Codex – Peychaud’s Style;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000337;
ME_000338-ORG-1;Pfirsichkern;ORG-1;🟩;Pfirsichkerne (gemahlen)|100|100;g|%;100;Für Bittermandel-Aromatik (Amygdalin beachten).;S2;P1;M3;Mittelmeer;Food Compendium – Stone Fruit Kernels;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000338;
ME_000339-ORG-1;Physalis;ORG-1;🟩;Physalis-Frucht|100|100;g|%;100;"Säuerlich-fruchtig; frisch, getrocknet oder als Konfitüre.";S1;P2;M4;Anden;USDA – Cape Gooseberry Data;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000339;
ME_000340-ORG-1;Pili-Nuss;ORG-1;🟩;Pili-Nüsse (geröstet)|100|100;g|%;100;"Buttrige Nuss aus dem Pazifikraum; Snack & Ölquelle.";S5;P1;M3;Philippinen;FAO – Canarium ovatum (Pili Nut) Profile;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000340;
ME_000341-ORG-1;Pinienkerne;ORG-1;🟩;Pinienkerne (geröstet)|100|100;g|%;100;"Aromatische Kerne; Pesto, Backen & Pralinen.";S5;P1;M3;Mittelmeer;USDA – Pine Nuts Data;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000341;
ME_000342-ORG-1;Pisco;ORG-1;🟩;Traubenwein (destilliert)|100|100;g|%;100;"Ungereifter Traubenbrand; klare Frucht & florale Noten.";S3;P3;M7;Peru/Chile;Denominación de Origen – Pisco Specification;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000342;
ME_000343-ORG-1;Pistazienöl;ORG-1;🟩;Pistazien (kaltgepresst)|100|100;g|%;100;"Kaltpressung der Kerne; intensiv nussiges Öl.";S2;P3;M3;Persien/Mittelmeer;USDA – Pistachio Oil Composition;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000343;
ME_000344-ORG-1;Plant-Based Meat (Basis);ORG-1;🟩;Erbsenprotein|40|40||Wasser|35|35||Kokosöl|15|15||Rapsöl|5|5||Gewürz/Salz|5|5;g|%;100;"Proteine hydratisieren, Öle & Gewürze einarbeiten; formen.";S5;P2;M11;Global;Food Tech Manual – Plant Protein Base;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000344;
ME_000345-ORG-1;Pontisches Thymian-Kraut;ORG-1;🟩;Thymian (getr.)|100|100;g|%;100;"Pontische Varietät; kräftig-kräutrig, für Tees & Gewürze.";S5;P1;M4;Schwarzmeer;Herb Atlas – Thymus ponticus;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000345;
ME_000346-ORG-1;Porree-Petersilien-Salz;ORG-1;🟩;Meersalz|70|70||Porree (getr., gem.)|15|15||Petersilie (getr.)|15|15;g|%;100;"Kräuter fein mahlen, mit Salz mischen; herzhafter Tischwürzer.";S5;P1;M2;Europa;Culinary Herb Blends – Leek Parsley Salt;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000346;
ME_000347-ORG-1;Port (Ruby);ORG-1;🟩;Wein (rote Trauben)|90|90||Weinbrand|10|10;g|%;100;"Süßer, fortifizierter Rotwein; kurze Fassreife.";S3;P3;M7;Portugal;IVDP – Port Wine Categories;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000347;
ME_000348-ORG-1;Propolis-Auszug (Ethanol);ORG-1;🟩;Propolis|30|30||Ethanol 96 %|70|70;g|%;100;"Propolis in Ethanol mazerieren; filtrieren; Tinktur für Aroma/Heilzwecke.";S3;P3;M8;Europa;European Pharmacopeia – Propolis Tincture;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000348;
ME_000349-ORG-1;Proteinriegel aromatisiert (Basis);ORG-1;🟩;Molkenprotein|40|40||Haferflocken|20|20||Dattelsirup|20|20||Erdnussbutter|15|15||Vanille/Salz|5|5;g|%;100;Trockene mit feuchten Zutaten mischen, pressen, kühlen.;S2;P2;M4;Global;Sports Nutrition Compendium – Bar Base;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000349;
ME_000350-ORG-1;Pulque;ORG-1;🟩;Agavensaft frisch|95|95||Pulque-Starter (Metepec)|5|5;g|%;100;Agavensaft mit Starter 1–3 Tage spontan fermentieren.;S1;P3;M5;Mexiko;UNAM – Pulque Fermentation Study;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000350;
ME_000351-ORG-1;Pulque (modern);ORG-1;🟩;Agavensaft|90|90||Starterkultur (Lactobacillus)|10|10;g|%;100;"Moderne Variante mit gereinigtem Starter; kontrollierte Gärung.";S1;P3;M5;Mexiko;UNAM – Pulque Fermentation Control Study;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000351;
ME_000352-ORG-1;Pumpkin Spice;ORG-1;🟩;Zimt|40|40||Muskat|20|20||Ingwer|15|15||Nelken|10|10||Piment|10|10||Kardamom|5|5;g|%;100;Klassische Herbst-Gewürzmischung für Kürbis-, Kaffee- und Dessertanwendungen.;S4;P1;M1;USA;USDA – Pumpkin Spice Reference Blend;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000352;
ME_000353-ORG-1;Punjabi Garam Masala;ORG-1;🟩;Koriander|25|25||Kreuzkümmel|20|20||Schwarzer Pfeffer|15|15||Kardamom|10|10||Zimt|10|10||Nelken|10|10||Lorbeer|10|10;g|%;100;Typische nordindische Mischung – rund, warm und leicht scharf.;S4;P1;M1;Indien;Indian Institute of Spices Research – Garam Masala Spec.;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000353;
ME_000354-ORG-1;Pâte de Fruits;ORG-1;🟩;Fruchtpüree|50|50||Zucker|45|45||Pektin|1.5|1.5||Zitronensäure|0.5|0.5||Wasserverlust|3|3;g|%;100;Fruchtzubereitung einkochen bis geliert – klassische Konfiserie.;S2;P2;M4;Frankreich;Confiserie Française – Pâte de Fruits Guide;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000354;
ME_000355-ORG-1;Rambutan;ORG-1;🟩;Rambutan-Fruchtfleisch (frisch)|100|100;g|%;100;Tropische Litschiverwandte, süß und leicht säuerlich.;S1;P2;M4;Malaysia;FAO – Rambutan Fruit Data;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000355;
ME_000356-ORG-1;Ras el Hanout;ORG-1;🟩 Souss (scharf);Koriander 20 %, Kreuzkümmel 12 %, Chili 14 %, Pfeffer 10 %, Ingwer 10 %, Kurkuma 8 %, Zimt 8 %, Nelke 5 %, Muskat 5 %, Kardamom 4 %, Piment 4 %;%;100 %;Scharfe Variante aus dem Süden.;S4;P1;M1;Souss;Variants_v2;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/ras-el-hanout.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/ras-el-hanout__souss-scharf.png;ME_000356;
ME_000357-ORG-1;Ras el Hanout (fein nordafrikanisch);ORG-1;🟩;Koriander|20|20||Zimt|10|10||Kreuzkümmel|10|10||Muskat|10|10||Pfeffer|10|10||Ingwer|10|10||Nelken|10|10||Kardamom|5|5||Kurkuma|5|5||Fenchel|5|5||Paprika|5|5;g|%;100;Feine nordafrikanische Mischung mit blumiger Note.;S4;P1;M1;Marokko;Taste Atlas – Ras el Hanout Blend;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000357;
ME_000358-ORG-1;Ras el Hanout (royal);ORG-1;🟩;Zimt|15|15||Kardamom|10|10||Muskat|10|10||Piment|10|10||Rosenblätter getr.|5|5||Lavendelblüten|5|5||Koriander|15|15||Kreuzkümmel|10|10||Pfeffer|10|10||Ingwer|10|10;g|%;100;Luxus-Variante mit Blüten, sanfter Aromatik und Tiefe.;S4;P1;M1;Maghreb;North African Culinary Institute – Royal Blend;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000358;
ME_000359-ORG-1;Rauchsalz USA;ORG-1;🟩 Zitrus-Rauchsalz (Hybrid);Meersalz 92 %, Rauchkondensat 4 %, Zitronenschale 3 %, Orange 1 %;%;100 %;Frisch-rauchige Topnote.;S5;P1;M9;Mediterran;Variants_v2;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/rauchsalz-usa.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/rauchsalz-usa__zitrus-rauchsalz-hybrid.png;ME_000359;
ME_000360-ORG-1;Reis (Indica);ORG-1;🟩;Langkornreis Indica|100|100;g|%;100;"Trockener, langer Kornreis; klassisch für Basmati und asiatische Gerichte.";S5;P1;M4;Indien;FAO Rice Database – Indica Variety;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000360;
ME_000361-ORG-1;Reis (Japonica);ORG-1;🟩;Rundkornreis Japonica|100|100;g|%;100;Klebrig kochend, für Sushi und italienische Reisgerichte.;S5;P1;M4;Japan;FAO – Rice Japonica Varieties;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000361;
ME_000362-ORG-1;Reisessig;ORG-1;🟩;Reiswein vergoren|100|100;g|%;100;"Milder Essig aus fermentiertem Reiswein; asiatische Küche.";S1;P3;M5;Japan;JAS – Rice Vinegar Standard;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000362;
ME_000363-ORG-1;Rejuvelac;ORG-1;🟩;Gekeimter Weizen|90|90||Wasser|10|10;g|%;100;Probiotisches Getränk aus gekeimtem Getreide.;S1;P3;M5;Global;Raw Food Institute – Rejuvelac Preparation;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000363;
ME_000364-ORG-1;Römisches Suffimen (Garum Basis);ORG-1;🟩;Fisch|60|60||Salz|30|30||Kräuter|10|10;g|%;100;Antike Garum-Basis, monatelang fermentiert.;S1;P3;M5;Italien;Pompeii Archaeological Food Studies;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000364;
ME_000365-ORG-1;Rogan Josh Curry;ORG-1;🟩 Rogan Josh (Kashmir);Paprika edelsüß 28 %, Kashmiri Chili 10 %, Fenchel 12 %, Kreuzkümmel 10 %, Ingwer 10 %, Kardamom 6 %, Zimt 6 %, Knoblauch 6 %, Nelke 3 %, Muskat 2 %, Pfeffer 7 %;%;100 %;Warm-rot, fenchelbetont.;S4;P1;M1;Kashmir;Variants_v1;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/rogan-josh-curry.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/rogan-josh-curry__rogan-josh-kashmir.png;ME_000365;
ME_000366-ORG-1;Roggen;ORG-1;🟩;Roggenkörner geschrotet|100|100;g|%;100;Klassisches Brotgetreide mit erdiger Note.;S5;P1;M4;Mitteleuropa;Cereal Research Centre – Rye Composition;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000366;
ME_000367-ORG-1;Rohrzucker;ORG-1;🟩;Rohrzucker kristallin|100|100;g|%;100;Unraffinierter Zucker mit Melasse-Aroma.;S2;P1;M4;Tropen;FAO – Sugar Cane Product Spec;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000367;
ME_000368-ORG-1;Roquefort;ORG-1;🟩;Schafmilch|90|90||Penicillium roquefortii|0.1|0.1||Salz|2|2||Wasserverlust|7.9|7.9;g|%;100;"Französischer Blauschimmelkäse; gereift in Caves de Roquefort.";S5;P5;M5;Frankreich;AOP – Roquefort Cheese Spec;aktiv;5.5;Primärquelle;;🟩 fundiert;;;;ME_000368;
ME_000369-ORG-1;Rose in Honig (Infus);ORG-1;🟩;Honig|90|90||Rosenblüten getr.|10|10;g|%;100;Rosenblätter im Honig mazerieren – aromatischer Sirup.;S2;P2;M4;Persien;Iranian Apiculture Journal – Floral Honeys;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000369;
ME_000370-ORG-1;Rosenwasser (Destillat);ORG-1;🟩;Rosenblüten|10|10||Wasser dest.|90|90;g|%;100;Hydrolat aus Rosen – für Süßspeisen und Kosmetik.;S2;P3;M8;Iran/Marokko;Grasse Institute – Hydrosols;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000370;
ME_000371-ORG-1;Rosmarin-Rauchsalz;ORG-1;🟩;Meersalz|80|80||Rosmarinzweige getr.|10|10||Rauchkondensat|10|10;g|%;100;Rosmarin beiräuchert – intensiv würzig.;S5;P1;M2;Mittelmeer;Culinary Salts Handbook – Herbal Smokes;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000371;
ME_000372-ORG-1;Rosmarin-Zitronensalz;ORG-1;🟩;Meersalz|80|80||Rosmarin getr.|10|10||Zitronenschale getr.|10|10;g|%;100;Frische, zitronig-kräutrige Mischung für Fisch & Gemüse.;S5;P1;M2;Europa;Mediterranean Salt Compendium;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000372;
ME_000373-ORG-1;Ruby Schokolade;ORG-1;🟩;Kakaomasse (Ruby-Bohne)|70|70||Kakaobutter|15|15||Milchpulver|10|10||Zucker|5|5;g|%;100;"Natürliche rosa Kakaobohne; säuerlich fruchtig.";S2;P3;M4;Schweiz;Barry Callebaut – Ruby Chocolate Process;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000373;
ME_000374-ORG-1;Räuchbenzucker;ORG-1;🟩;Zucker|95|95||Buchenrauchkondensat|5|5;g|%;100;Rauchzucker für Grillmarinaden und Saucen.;S5;P1;M2;Europa;Smoked Ingredients Directory;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000374;
ME_000375-ORG-1;Rum Agricole;ORG-1;🟩;Zuckerrohrsaft frisch vergoren|100|100;g|%;100;Rhum Agricole aus frischem Rohrsaft, nicht aus Melasse.;S3;P3;M7;Karibik;AOC Martinique – Rhum Agricole Specification;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000375;
ME_000376-ORG-1;Rum-Spice (Caribbean Blend);ORG-1;🟩;Rum (weiß)|60|60||Vanille|10|10||Zimt|10|10||Muskat|10|10||Nelken|5|5||Piment|5|5;g|%;100;Gewürz-Rum mit weicher Süße, klassisch karibisch.;S3;P3;M7;Karibik;WIRSPA – Spiced Rum Specifications;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000376;
ME_000377-ORG-1;Russischer Kirchenrauch;ORG-1;🟩;Weihrauch (Boswellia)|40|40||Myrrhe|20|20||Balsamharz|20|20||Rosenblüten|10|10||Zimt|10|10;g|%;100;Orthodoxe Räuchermischung mit balsamisch-floraler Basis.;S3;P4;M10;Osteuropa;Orthodox Incense Guild – Blends Catalogue;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000377;
ME_000378-ORG-1;Sabzi Poleh (Kräuterreis);ORG-1;🟩;Reis (Basmati)|60|60||Koriander|10|10||Dill|10|10||Petersilie|10|10||Bockshornklee bl.|5|5||Kurkumapulver|5|5;g|%;100;Kräuterreis aus Persien – duftig und grün.;S5;P1;M1;Iran;Iranian Culinary Foundation – Sabzi Polo Recipe;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000378;
ME_000379-ORG-1;Sacha Inchi;ORG-1;🟩;Sacha Inchi-Samen (geröstet)|100|100;g|%;100;Protein- und Omega-3-reiche Samen, leicht nussig.;S5;P1;M3;Peru;FAO – Plukenetia volubilis Data Sheet;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000379;
ME_000380-ORG-1;Safran-Olibanum-Blend;ORG-1;🟩;Weihrauch (Hojari)|50|50||Safran|10|10||Sandelholz|20|20||Myrrhe|10|10||Rosenöl|10|10;g|%;100;Luxuriöser Blend aus Olibanum und Safran für Rituale und Parfum.;S3;P4;M10;Oman;IFRA – Incense Blend Profiles 2020;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000380;
ME_000381-ORG-1;Safranal;ORG-1;🟩;Safranal (rein, nat.)|100|100;g|%;100;Leitsubstanz des Safrans, verantwortlich für das Aroma.;S2;P3;M12;Spanien;Sigma Aldrich – Saffron Compound Monograph;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000381;
ME_000382-ORG-1;Saison (Bierstil);ORG-1;🟩;Gerstenmalz|70|70||Weizenmalz|20|20||Hopfen|5|5||Hefe (Saison)|5|5;g|%;100;Belgischer Farmhouse-Stil mit trockener Fruchtigkeit.;S1;P3;M5;Belgien;BJCP – Saison Beer Style Guide;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000382;
ME_000383-ORG-1;Salak (Schlangenfrucht);ORG-1;🟩;Salak-Frucht (frl.)|100|100;g|%;100;Knackig, süß-säuerlich und adstringierend.;S1;P2;M4;Indonesien;FAO – Salacca zalacca Profile;aktiv;2;Primärquelle;;🟩 fundiert;;;;ME_000383;
ME_000384-ORG-1;Sambal Oelek;ORG-1;🟩 Sambal Oelek (Basis);Frische rote Chilis 70 %, Salz 10 %, Essig 10 %, Knoblauch 5 %, Zucker 5 %;%;100 %;Chilis mörsern oder mixen, kurz erhitzen, heiß abfüllen. Kühl lagern.;S4;P2;M5;Indonesien;W3_HotSauces;aktiv;—;—;;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/sambal-oelek.png;EinLexikonDerAromen-DuefteDerWelt/assets/img/mischungen/gewuerzmischungen/sambal-oelek__sambal-oelek-basis.png;ME_000384;
ME_000385-ORG-1;Sambal Oelek (Basis);ORG-1;🟩;Rote Chili|70|70||Essig|10|10||Salz|10|10||Zucker|5|5||Knoblauch|5|5;g|%;100;Frische Chilipaste, roh zerstoßen – klassische indonesische Basis.;S4;P2;M5;Indonesien;FAO – Sambal Oelek Processing;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000385;
ME_000386-ORG-1;Sambar Podi (Südindien);ORG-1;🟩;Koriander|20|20||Chili|20|20||Kreuzkümmel|10|10||Senfsaat|10|10||Bockshornklee|10|10||Kurkuma|10|10||Pfeffer|10|10||Curryblätter getr.|10|10;g|%;100;Südindische Linsensuppen-Mischung – tief würzig.;S4;P1;M1;Indien;Indian Spice Board – Sambar Powder Guide;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000386;
ME_000387-ORG-1;Sandel & Labdanum Attar;ORG-1;🟩;Sandelholzöl|70|70||Labdanum-Harz|20|20||Ambra-Tinktur|10|10;g|%;100;Attar-Komposition mit tiefem, harzigem Charakter.;S3;P3;M8;Indien;Attar Manual – Natural Perfumery Traditions;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000387;
ME_000388-ORG-1;Sandelholz mit Myrrhe;ORG-1;🟩;Sandelholz|60|60||Myrrhe|30|30||Styrax|10|10;g|%;100;Klassische Räuchermischung aus Waldharzen.;S3;P4;M10;Indien;IFRA – Natural Incense Mixtures;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000388;
ME_000389-ORG-1;Sapote (Schwarz);ORG-1;🟩;Schwarze Sapote|100|100;g|%;100;Schokoladig-milde Tropenfrucht, auch ‚Schokopuddingfrucht‘.;S2;P2;M4;Mexiko;FAO – Diospyros digyna Fruit Profile;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000389;
ME_000390-ORG-1;Sauerkraut (modern Style);ORG-1;🟩;Weißkohl|90|90||Salz|2|2||Milchsäurebakterien (Kultur)|8|8;g|%;100;"Kontrollierte Fermentation statt Spontangärung; milder.";S1;P3;M5;Deutschland;DLG – Fermentation Techniques for Kraut;aktiv;4;Primärquelle;;🟩 fundiert;;;;ME_000390;
ME_000391-ORG-1;Schnaps Marille;ORG-1;🟩;Marillenmaische|100|100;g|%;100;"Destillat aus reinen Aprikosen; fruchtig und weich.";S3;P3;M7;Österreich;ÖNORM – Marillenbrand Spezifikation;aktiv;4.5;Primärquelle;;🟩 fundiert;;;;ME_000391;
ME_000392-ORG-1;Selleriesalz (klassisch);ORG-1;🟩;Meersalz|80|80||Selleriesamen gem.|20|20;g|%;100;Typischer Würzklassiker für Tomatensaft und Suppen.;S5;P1;M2;USA;FDA – Celery Salt Standard;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000392;
ME_000393-ORG-1;Sesamöl geröstet;ORG-1;🟩;Sesamsamen geröstet|100|100;g|%;100;Kaltgepresstes Öl mit nussigem Aroma.;S5;P3;M3;China;FAO – Sesame Oil Processing Guide;aktiv;3;Primärquelle;;🟩 fundiert;;;;ME_000393;
ME_000394-ORG-1;Shawarma-Gewürz;ORG-1;🟩;Kreuzkümmel|20|20||Koriander|15|15||Pfeffer|10|10||Zimt|10|10||Paprika|10|10||Kardamom|10|10||Nelken|5|5||Muskat|5|5||Knoblauch|10|10||Salz|5|5;g|%;100;Würzmischung für Fleischgerichte im Nahen Osten.;S4;P1;M1;Levante;Middle Eastern Spice Heritage – Shawarma Blends;aktiv;3.5;Primärquelle;;🟩 fundiert;;;;ME_000394;
ME_000395-ORG-1;Sherry (Fino);ORG-1;🟩;Wein (Palomino)|95|95||Weinbrand|5|5;g|%;100;Trockener andalusischer Wein mit Florhefe-Reifung.;S3;P3;M7;Spanien;DO Jerez – Fino Style Specs;aktiv;5;Primärquelle;;🟩 fundiert;;;;ME_000395;
ME_000396-ORG-1;Shiitake;ORG-1;🟩;Shiitake-Pilze (getr.)|100|100;g|%;100;Aromatischer Speisepilz mit Umami und Waldnote.;S5;P1;M4;Japan;FAO – Lentinula edodes Data;aktiv;2.5;Primärquelle;;🟩 fundiert;;;;ME_000396;
